i,T,Qmin
1986,1.278924,14.0
1987,1.278924,14.0
1988,1.278924,14.0
1989,1.278924,14.0
1990,1.278924,14.0
1991,1.278924,14.0
1992,1.278924,14.0
1993,1.278924,14.0
1994,1.278924,14.0
1995,1.278924,14.0
1996,1.278924,14.0
1997,1.278924,14.0
1998,1.278924,14.0
1999,1.278924,14.0
2000,1.278924,14.0
2001,1.278924,14.0
2002,1.278924,14.0
2003,1.278924,14.0
2004,1.278924,14.0
2005,1.278924,14.0
2006,1.278924,14.0
2007,1.278924,14.0
2008,1.278924,14.0
2009,1.278924,14.0
2010,1.278924,14.0
2011,1.278924,14.0
2012,1.278924,14.0
2013,1.278924,14.0
2014,1.278924,14.0
2015,1.278924,14.0
2016,1.278924,14.0
2017,1.278924,14.0
2018,1.278924,14.0
2019,1.278924,14.0
2020,1.278924,14.0
2021,1.278924,14.0
2022,1.278924,14.0
2023,1.278924,14.0
2024,1.278924,14.0
2025,1.278924,14.0
2026,1.278924,14.0
2027,1.278924,14.0
2028,1.278924,14.0
2029,1.278924,14.0
2030,1.278924,14.0
2031,1.278924,14.0
2032,1.278924,14.0
2033,1.278924,14.0
2034,1.278924,14.0
2035,1.278924,14.0
2036,1.278924,14.0
2037,1.278924,14.0
2038,1.278924,14.0
2039,1.278924,14.0
2040,1.278924,14.0
2041,1.278924,14.0
2042,1.278924,14.0
2043,1.278924,14.0
2044,1.278924,14.0
2045,1.278924,13.0
2046,1.278924,13.0
2047,1.278924,13.0
2048,1.278924,13.0
2049,1.278924,13.0
2050,1.278924,13.0
2051,1.278924,13.0
2052,1.278924,13.0
2053,1.278924,13.0
2054,1.278924,13.0
2055,1.278924,13.0
2056,1.278924,13.0
2057,1.278924,13.0
2058,1.278924,13.0
2059,1.278924,13.0
2060,1.278924,13.0
2061,1.278924,13.0
2062,1.278924,13.0
2063,1.278924,13.0
2064,1.278924,13.0
2065,1.278924,13.0
2066,1.278924,13.0
2067,1.278924,13.0
2068,1.278924,13.0
2069,1.278924,13.0
2070,1.278924,13.0
2071,1.278924,13.0
2072,1.278924,13.0
2073,1.278924,13.0
2074,1.278924,13.0
2075,1.278924,13.0
2076,1.278924,13.0
2077,1.278924,13.0
2078,1.278924,13.0
2079,1.278924,13.0
2080,1.278924,13.0
2081,1.278924,13.0
2082,1.278924,13.0
2083,1.278924,13.0
2084,1.278924,13.0
2085,1.278924,13.0
2086,1.278924,13.0
2087,1.278924,13.0
2088,1.278924,13.0
2089,1.278924,13.0
2090,1.278924,13.0
2091,1.278924,13.0
2092,1.278924,13.0
2093,1.278924,13.0
2094,1.278924,13.0
2095,1.278924,13.0
2096,1.278924,13.0
2097,1.278924,13.0
2098,1.278924,13.0
2099,1.278924,13.0
2100,1.278924,13.0
2101,1.278924,13.0
2102,1.278924,13.0
2103,1.278924,13.0
2104,1.278924,13.0
2105,1.278924,13.0
2106,1.278924,13.0
2107,1.278924,13.0
2108,1.278924,13.0
2109,1.278924,13.0
2110,1.278924,13.0
2111,1.278924,13.0
2112,1.278924,13.0
2113,1.278924,13.0
2114,1.278924,13.0
2115,1.278924,13.0
2116,1.278924,13.0
2117,1.278924,13.0
2118,1.278924,13.0
2119,1.278924,13.0
2120,1.278924,13.0
2121,1.278924,13.0
2122,1.278924,13.0
2123,1.278924,13.0
2124,1.278924,13.0
2125,1.278924,13.0
2126,1.278924,13.0
2127,1.278924,13.0
2128,1.278924,13.0
2129,1.278924,13.0
2130,1.278924,13.0
2131,1.278924,13.0
2132,1.278924,13.0
2133,1.278924,13.0
2134,1.278924,13.0
2135,1.278924,13.0
2136,1.278924,13.0
2137,1.278924,13.0
2138,1.278924,13.0
2139,1.278924,13.0
2140,1.278924,13.0
2141,1.278924,13.0
2142,1.278924,13.0
2143,1.278924,13.0
2144,1.278924,13.0
2145,1.278924,13.0
2146,1.278924,13.0
2147,1.278924,13.0
2148,1.278924,13.0
2149,1.278924,13.0
2150,1.278924,13.0
2151,1.278924,13.0
2152,1.278924,13.0
2153,1.278924,13.0
2154,1.278924,13.0
2155,1.278924,13.0
2156,1.278924,13.0
2157,1.278924,13.0
2158,1.278924,13.0
2159,1.278924,13.0
2160,1.278924,13.0
2161,1.278924,13.0
2162,1.278924,13.0
2163,1.278924,13.0
2164,1.278924,13.0
2165,1.278924,13.0
2166,1.278924,13.0
2167,1.278924,13.0
2168,1.278924,13.0
2169,1.278924,13.0
2170,1.278924,13.0
2171,1.278924,13.0
2172,1.278924,13.0
2173,1.278924,13.0
2174,1.278924,13.0
2175,1.278924,13.0
2176,1.278924,13.0
2177,1.278924,13.0
2178,1.278924,13.0
2179,1.278924,13.0
2180,1.278924,13.0
2181,1.278924,13.0
2182,1.278924,13.0
2183,1.278924,13.0
2184,1.278924,13.0
2185,1.278924,13.0
2186,1.278924,13.0
2187,1.278924,13.0
2188,1.278924,13.0
2189,1.278924,13.0
2190,1.278924,13.0
2191,1.278924,13.0
2192,1.278924,13.0
2193,1.278924,13.0
2194,1.278924,13.0
2195,1.278924,13.0
2196,1.278924,13.0
2197,1.278924,13.0
2198,1.278924,13.0
2199,1.278924,13.0
2200,1.278924,13.0
2201,1.278924,13.0
2202,1.278924,13.0
2203,1.278924,13.0
2204,1.278924,13.0
2205,1.278924,13.0
2206,1.278924,13.0
2207,1.278924,13.0
2208,1.278924,13.0
2209,1.278924,13.0
2210,1.278924,13.0
2211,1.278924,13.0
2212,1.278924,13.0
2213,1.278924,13.0
2214,1.278924,13.0
2215,1.278924,13.0
2216,1.278924,13.0
2217,1.278924,13.0
2218,1.278924,13.0
2219,1.278924,13.0
2220,1.278924,13.0
2221,1.278924,13.0
2222,1.278924,13.0
2223,1.278924,13.0
2224,1.278924,13.0
2225,1.278924,13.0
2226,1.278924,13.0
2227,1.278924,13.0
2228,1.278924,13.0
2229,1.278924,13.0
2230,1.278924,13.0
2231,1.278924,13.0
2232,1.278924,13.0
2233,1.278924,13.0
2234,1.266135,13.0
2235,1.266135,13.0
2236,1.266135,13.0
2237,1.266135,13.0
2238,1.266135,13.0
2239,1.266135,13.0
2240,1.266135,13.0
2241,1.266135,13.0
2242,1.266135,13.0
2243,1.266135,13.0
2244,1.266135,13.0
2245,1.266135,13.0
2246,1.266135,13.0
2247,1.266135,13.0
2248,1.266135,13.0
2249,1.266135,13.0
2250,1.266135,13.0
2251,1.266135,13.0
2252,1.266135,13.0
2253,1.266135,13.0
2254,1.266135,13.0
2255,1.266135,13.0
2256,1.266135,13.0
2257,1.266135,13.0
2258,1.266135,13.0
2259,1.266135,13.0
2260,1.266135,13.0
2261,1.266135,13.0
2262,1.266135,13.0
2263,1.266135,13.0
2264,1.266135,13.0
2265,1.266135,13.0
2266,1.266135,13.0
2267,1.266135,13.0
2268,1.266135,13.0
2269,1.266135,13.0
2270,1.266135,13.0
2271,1.266135,13.0
2272,1.266135,13.0
2273,1.266135,13.0
2274,1.266135,13.0
2275,1.266135,13.0
2276,1.266135,13.0
2277,1.266135,13.0
2278,1.266135,13.0
2279,1.266135,13.0
2280,1.266135,13.0
2281,1.266135,13.0
2282,1.266135,13.0
2283,1.266135,13.0
2284,1.266135,13.0
2285,1.266135,13.0
2286,1.266135,13.0
2287,1.266135,13.0
2288,1.266135,13.0
2289,1.266135,13.0
2290,1.266135,13.0
2291,1.266135,13.0
2292,1.266135,13.0
2293,1.266135,13.0
2294,1.266135,13.0
2295,1.266135,13.0
2296,1.266135,13.0
2297,1.266135,13.0
2298,1.266135,13.0
2299,1.266135,13.0
2300,1.266135,13.0
2301,1.266135,13.0
2302,1.266135,13.0
2303,1.266135,13.0
2304,1.266135,13.0
2305,1.266135,13.0
2306,1.266135,13.0
2307,1.266135,13.0
2308,1.266135,13.0
2309,1.266135,13.0
2310,1.266135,13.0
2311,1.266135,13.0
2312,1.266135,13.0
2313,1.266135,13.0
2314,1.266135,13.0
2315,1.266135,13.0
2316,1.266135,13.0
2317,1.266135,13.0
2318,1.266135,13.0
2319,1.266135,13.0
2320,1.266135,13.0
2321,1.266135,13.0
2322,1.266135,13.0
2323,1.266135,13.0
2324,1.266135,13.0
2325,1.266135,13.0
2326,1.266135,13.0
2327,1.266135,13.0
2328,1.266135,13.0
2329,1.266135,13.0
2330,1.266135,13.0
2331,1.266135,13.0
2332,1.266135,13.0
2333,1.266135,13.0
2334,1.266135,13.0
2335,1.266135,13.0
2336,1.266135,13.0
2337,1.266135,13.0
2338,1.266135,13.0
2339,1.266135,13.0
2340,1.266135,13.0
2341,1.266135,13.0
2342,1.266135,13.0
2343,1.266135,13.0
2344,1.266135,13.0
2345,1.266135,13.0
2346,1.266135,13.0
2347,1.266135,13.0
2348,1.266135,13.0
2349,1.266135,13.0
2350,1.266135,13.0
2351,1.266135,13.0
2352,1.266135,13.0
2353,1.266135,13.0
2354,1.266135,13.0
2355,1.266135,13.0
2356,1.266135,13.0
2357,1.266135,13.0
2358,1.266135,13.0
2359,1.266135,13.0
2360,1.266135,13.0
2361,1.266135,13.0
2362,1.266135,13.0
2363,1.266135,13.0
2364,1.266135,13.0
2365,1.266135,13.0
2366,1.266135,13.0
2367,1.266135,13.0
2368,1.266135,13.0
2369,1.266135,13.0
2370,1.266135,13.0
2371,1.266135,13.0
2372,1.266135,13.0
2373,1.266135,13.0
2374,1.266135,13.0
2375,1.266135,13.0
2376,1.266135,13.0
2377,1.266135,13.0
2378,1.266135,13.0
2379,1.266135,13.0
2380,1.266135,13.0
2381,1.266135,13.0
2382,1.266135,13.0
2383,1.266135,13.0
2384,1.266135,13.0
2385,1.266135,13.0
2386,1.266135,13.0
2387,1.266135,13.0
2388,1.266135,13.0
2389,1.253474,13.0
2390,1.253474,13.0
2391,1.253474,13.0
2392,1.253474,13.0
2393,1.253474,13.0
2394,1.253474,13.0
2395,1.253474,13.0
2396,1.253474,13.0
2397,1.253474,13.0
2398,1.253474,13.0
2399,1.253474,13.0
2400,1.253474,13.0
2401,1.253474,13.0
2402,1.253474,13.0
2403,1.253474,13.0
2404,1.253474,13.0
2405,1.253474,13.0
2406,1.253474,13.0
2407,1.253474,13.0
2408,1.253474,13.0
2409,1.253474,13.0
2410,1.253474,13.0
2411,1.253474,13.0
2412,1.253474,13.0
2413,1.253474,13.0
2414,1.253474,13.0
2415,1.253474,13.0
2416,1.253474,13.0
2417,1.253474,13.0
2418,1.253474,13.0
2419,1.253474,13.0
2420,1.253474,13.0
2421,1.253474,13.0
2422,1.253474,13.0
2423,1.253474,13.0
2424,1.253474,13.0
2425,1.253474,13.0
2426,1.253474,13.0
2427,1.253474,13.0
2428,1.253474,13.0
2429,1.253474,13.0
2430,1.253474,13.0
2431,1.253474,13.0
2432,1.253474,13.0
2433,1.253474,13.0
2434,1.253474,13.0
2435,1.253474,13.0
2436,1.253474,13.0
2437,1.253474,13.0
2438,1.253474,13.0
2439,1.253474,13.0
2440,1.253474,13.0
2441,1.253474,13.0
2442,1.253474,13.0
2443,1.253474,13.0
2444,1.253474,13.0
2445,1.253474,13.0
2446,1.253474,13.0
2447,1.253474,13.0
2448,1.253474,13.0
2449,1.253474,13.0
2450,1.253474,13.0
2451,1.253474,13.0
2452,1.253474,13.0
2453,1.253474,13.0
2454,1.253474,13.0
2455,1.253474,13.0
2456,1.253474,13.0
2457,1.253474,13.0
2458,1.253474,13.0
2459,1.253474,13.0
2460,1.253474,13.0
2461,1.253474,13.0
2462,1.253474,13.0
2463,1.253474,13.0
2464,1.253474,13.0
2465,1.253474,13.0
2466,1.253474,13.0
2467,1.253474,13.0
2468,1.253474,13.0
2469,1.253474,13.0
2470,1.253474,13.0
2471,1.253474,13.0
2472,1.253474,13.0
2473,1.253474,13.0
2474,1.253474,13.0
2475,1.253474,13.0
2476,1.253474,13.0
2477,1.253474,13.0
2478,1.253474,13.0
2479,1.253474,13.0
2480,1.253474,13.0
2481,1.253474,13.0
2482,1.253474,13.0
2483,1.253474,13.0
2484,1.253474,13.0
2485,1.253474,13.0
2486,1.253474,13.0
2487,1.253474,13.0
2488,1.253474,13.0
2489,1.253474,13.0
2490,1.253474,13.0
2491,1.253474,13.0
2492,1.253474,13.0
2493,1.253474,13.0
2494,1.253474,13.0
2495,1.253474,13.0
2496,1.253474,13.0
2497,1.253474,13.0
2498,1.253474,13.0
2499,1.253474,13.0
2500,1.253474,13.0
2501,1.253474,13.0
2502,1.253474,13.0
2503,1.253474,13.0
2504,1.253474,13.0
2505,1.253474,13.0
2506,1.253474,13.0
2507,1.253474,13.0
2508,1.253474,13.0
2509,1.253474,13.0
2510,1.253474,13.0
2511,1.253474,13.0
2512,1.253474,13.0
2513,1.253474,13.0
2514,1.253474,13.0
2515,1.253474,13.0
2516,1.253474,13.0
2517,1.253474,13.0
2518,1.253474,13.0
2519,1.253474,13.0
2520,1.253474,13.0
2521,1.253474,13.0
2522,1.253474,13.0
2523,1.253474,13.0
2524,1.253474,13.0
2525,1.253474,13.0
2526,1.253474,13.0
2527,1.253474,13.0
2528,1.253474,13.0
2529,1.253474,13.0
2530,1.253474,13.0
2531,1.253474,13.0
2532,1.253474,13.0
2533,1.253474,13.0
2534,1.253474,13.0
2535,1.253474,13.0
2536,1.253474,13.0
2537,1.253474,13.0
2538,1.253474,13.0
2539,1.253474,13.0
2540,1.253474,13.0
2541,1.253474,13.0
2542,1.253474,13.0
2543,1.253474,13.0
2544,1.253474,13.0
2545,1.253474,13.0
2546,1.253474,13.0
2547,1.253474,13.0
2548,1.253474,13.0
2549,1.253474,13.0
2550,1.253474,13.0
2551,1.253474,13.0
2552,1.253474,13.0
2553,1.253474,13.0
2554,1.253474,13.0
2555,1.253474,13.0
2556,1.240939,13.0
2557,1.240939,13.0
2558,1.240939,13.0
2559,1.240939,13.0
2560,1.240939,13.0
2561,1.240939,13.0
2562,1.240939,13.0
2563,1.240939,13.0
2564,1.240939,13.0
2565,1.240939,13.0
2566,1.240939,13.0
2567,1.240939,13.0
2568,1.240939,13.0
2569,1.240939,13.0
2570,1.240939,13.0
2571,1.240939,13.0
2572,1.240939,13.0
2573,1.240939,13.0
2574,1.240939,13.0
2575,1.240939,13.0
2576,1.240939,13.0
2577,1.240939,13.0
2578,1.240939,13.0
2579,1.240939,13.0
2580,1.240939,13.0
2581,1.240939,13.0
2582,1.240939,13.0
2583,1.240939,13.0
2584,1.240939,13.0
2585,1.240939,13.0
2586,1.240939,13.0
2587,1.240939,13.0
2588,1.240939,13.0
2589,1.240939,13.0
2590,1.240939,13.0
2591,1.240939,13.0
2592,1.240939,13.0
2593,1.240939,13.0
2594,1.240939,13.0
2595,1.240939,13.0
2596,1.240939,13.0
2597,1.240939,13.0
2598,1.240939,13.0
2599,1.240939,13.0
2600,1.240939,13.0
2601,1.240939,13.0
2602,1.240939,13.0
2603,1.240939,13.0
2604,1.240939,13.0
2605,1.240939,13.0
2606,1.240939,13.0
2607,1.240939,13.0
2608,1.240939,13.0
2609,1.240939,13.0
2610,1.240939,13.0
2611,1.240939,13.0
2612,1.240939,13.0
2613,1.240939,13.0
2614,1.240939,13.0
2615,1.240939,13.0
2616,1.240939,13.0
2617,1.240939,13.0
2618,1.240939,13.0
2619,1.240939,13.0
2620,1.240939,13.0
2621,1.240939,13.0
2622,1.240939,13.0
2623,1.240939,13.0
2624,1.240939,13.0
2625,1.240939,13.0
2626,1.240939,13.0
2627,1.240939,13.0
2628,1.240939,13.0
2629,1.240939,13.0
2630,1.240939,13.0
2631,1.240939,13.0
2632,1.240939,13.0
2633,1.240939,13.0
2634,1.240939,13.0
2635,1.240939,13.0
2636,1.240939,13.0
2637,1.240939,13.0
2638,1.240939,13.0
2639,1.240939,13.0
2640,1.240939,13.0
2641,1.240939,13.0
2642,1.240939,13.0
2643,1.240939,13.0
2644,1.240939,13.0
2645,1.240939,13.0
2646,1.240939,13.0
2647,1.240939,13.0
2648,1.240939,13.0
2649,1.240939,13.0
2650,1.240939,13.0
2651,1.240939,13.0
2652,1.240939,13.0
2653,1.240939,13.0
2654,1.240939,13.0
2655,1.240939,13.0
2656,1.240939,13.0
2657,1.240939,13.0
2658,1.240939,13.0
2659,1.240939,13.0
2660,1.240939,13.0
2661,1.240939,13.0
2662,1.240939,13.0
2663,1.240939,13.0
2664,1.240939,13.0
2665,1.240939,13.0
2666,1.240939,13.0
2667,1.240939,13.0
2668,1.240939,13.0
2669,1.240939,13.0
2670,1.240939,13.0
2671,1.240939,13.0
2672,1.240939,13.0
2673,1.240939,13.0
2674,1.240939,13.0
2675,1.240939,13.0
2676,1.240939,13.0
2677,1.240939,13.0
2678,1.240939,13.0
2679,1.240939,13.0
2680,1.240939,13.0
2681,1.240939,13.0
2682,1.240939,13.0
2683,1.240939,13.0
2684,1.240939,13.0
2685,1.240939,13.0
2686,1.240939,13.0
2687,1.240939,13.0
2688,1.240939,13.0
2689,1.240939,13.0
2690,1.240939,13.0
2691,1.240939,13.0
2692,1.240939,13.0
2693,1.240939,13.0
2694,1.240939,13.0
2695,1.240939,13.0
2696,1.240939,13.0
2697,1.240939,13.0
2698,1.240939,13.0
2699,1.240939,13.0
2700,1.240939,13.0
2701,1.240939,13.0
2702,1.240939,13.0
2703,1.240939,13.0
2704,1.240939,13.0
2705,1.240939,13.0
2706,1.240939,13.0
2707,1.240939,13.0
2708,1.240939,13.0
2709,1.240939,13.0
2710,1.240939,13.0
2711,1.240939,13.0
2712,1.240939,13.0
2713,1.240939,13.0
2714,1.240939,13.0
2715,1.240939,13.0
2716,1.240939,13.0
2717,1.228529,13.0
2718,1.228529,13.0
2719,1.228529,13.0
2720,1.228529,13.0
2721,1.228529,13.0
2722,1.228529,13.0
2723,1.228529,13.0
2724,1.228529,13.0
2725,1.228529,13.0
2726,1.228529,13.0
2727,1.228529,13.0
2728,1.228529,13.0
2729,1.228529,13.0
2730,1.228529,13.0
2731,1.228529,13.0
2732,1.228529,13.0
2733,1.228529,13.0
2734,1.228529,13.0
2735,1.228529,13.0
2736,1.228529,13.0
2737,1.228529,13.0
2738,1.228529,13.0
2739,1.228529,13.0
2740,1.228529,13.0
2741,1.228529,13.0
2742,1.228529,13.0
2743,1.228529,13.0
2744,1.228529,13.0
2745,1.228529,13.0
2746,1.228529,13.0
2747,1.228529,13.0
2748,1.228529,13.0
2749,1.228529,13.0
2750,1.228529,13.0
2751,1.228529,13.0
2752,1.228529,13.0
2753,1.228529,13.0
2754,1.228529,13.0
2755,1.228529,13.0
2756,1.228529,13.0
2757,1.228529,13.0
2758,1.228529,13.0
2759,1.228529,13.0
2760,1.228529,13.0
2761,1.228529,13.0
2762,1.228529,13.0
2763,1.228529,13.0
2764,1.228529,13.0
2765,1.228529,13.0
2766,1.228529,13.0
2767,1.228529,13.0
2768,1.228529,13.0
2769,1.228529,13.0
2770,1.228529,13.0
2771,1.228529,13.0
2772,1.228529,13.0
2773,1.228529,13.0
2774,1.228529,13.0
2775,1.228529,13.0
2776,1.228529,13.0
2777,1.228529,13.0
2778,1.228529,13.0
2779,1.228529,13.0
2780,1.228529,13.0
2781,1.228529,13.0
2782,1.228529,13.0
2783,1.228529,13.0
2784,1.228529,13.0
2785,1.228529,13.0
2786,1.228529,13.0
2787,1.228529,13.0
2788,1.228529,13.0
2789,1.228529,13.0
2790,1.228529,13.0
2791,1.228529,13.0
2792,1.228529,13.0
2793,1.228529,13.0
2794,1.228529,13.0
2795,1.228529,13.0
2796,1.228529,13.0
2797,1.228529,13.0
2798,1.228529,13.0
2799,1.228529,13.0
2800,1.228529,13.0
2801,1.228529,13.0
2802,1.228529,13.0
2803,1.228529,13.0
2804,1.228529,13.0
2805,1.228529,13.0
2806,1.228529,13.0
2807,1.228529,13.0
2808,1.228529,13.0
2809,1.228529,13.0
2810,1.228529,13.0
2811,1.228529,13.0
2812,1.228529,13.0
2813,1.228529,13.0
2814,1.228529,13.0
2815,1.228529,13.0
2816,1.228529,13.0
2817,1.228529,13.0
2818,1.228529,13.0
2819,1.228529,13.0
2820,1.228529,13.0
2821,1.228529,13.0
2822,1.228529,13.0
2823,1.228529,13.0
2824,1.228529,13.0
2825,1.228529,13.0
2826,1.228529,13.0
2827,1.228529,13.0
2828,1.228529,13.0
2829,1.228529,13.0
2830,1.228529,13.0
2831,1.228529,13.0
2832,1.228529,13.0
2833,1.228529,13.0
2834,1.228529,13.0
2835,1.228529,13.0
2836,1.228529,13.0
2837,1.228529,13.0
2838,1.228529,13.0
2839,1.228529,13.0
2840,1.228529,13.0
2841,1.228529,13.0
2842,1.228529,13.0
2843,1.228529,13.0
2844,1.228529,13.0
2845,1.228529,13.0
2846,1.228529,13.0
2847,1.228529,13.0
2848,1.228529,13.0
2849,1.228529,13.0
2850,1.228529,13.0
2851,1.228529,13.0
2852,1.228529,13.0
2853,1.228529,13.0
2854,1.228529,13.0
2855,1.228529,13.0
2856,1.228529,13.0
2857,1.228529,13.0
2858,1.228529,13.0
2859,1.228529,13.0
2860,1.228529,13.0
2861,1.228529,13.0
2862,1.228529,13.0
2863,1.228529,13.0
2864,1.228529,13.0
2865,1.228529,13.0
2866,1.228529,13.0
2867,1.228529,13.0
2868,1.228529,13.0
2869,1.228529,13.0
2870,1.228529,13.0
2871,1.228529,13.0
2872,1.228529,13.0
2873,1.228529,13.0
2874,1.228529,13.0
2875,1.228529,13.0
2876,1.228529,13.0
2877,1.228529,13.0
2878,1.228529,13.0
2879,1.228529,13.0
2880,1.228529,13.0
2881,1.228529,13.0
2882,1.228529,13.0
2883,1.228529,13.0
2884,1.228529,13.0
2885,1.228529,13.0
2886,1.228529,13.0
2887,1.228529,13.0
2888,1.228529,13.0
2889,1.228529,13.0
2890,1.228529,13.0
2891,1.228529,13.0
2892,1.228529,13.0
2893,1.228529,13.0
2894,1.228529,13.0
2895,1.228529,13.0
2896,1.228529,13.0
2897,1.228529,13.0
2898,1.228529,13.0
2899,1.228529,13.0
2900,1.228529,13.0
2901,1.228529,13.0
2902,1.228529,13.0
2903,1.228529,13.0
2904,1.228529,13.0
2905,1.228529,13.0
2906,1.228529,13.0
2907,1.228529,13.0
2908,1.228529,13.0
2909,1.216244,13.0
2910,1.216244,13.0
2911,1.216244,13.0
2912,1.216244,13.0
2913,1.216244,13.0
2914,1.216244,13.0
2915,1.216244,13.0
2916,1.216244,13.0
2917,1.216244,13.0
2918,1.216244,13.0
2919,1.216244,13.0
2920,1.216244,13.0
2921,1.216244,13.0
2922,1.216244,13.0
2923,1.216244,13.0
2924,1.216244,13.0
2925,1.216244,13.0
2926,1.216244,13.0
2927,1.216244,13.0
2928,1.216244,13.0
2929,1.216244,13.0
2930,1.216244,13.0
2931,1.216244,13.0
2932,1.216244,13.0
2933,1.216244,13.0
2934,1.216244,13.0
2935,1.216244,13.0
2936,1.216244,13.0
2937,1.216244,13.0
2938,1.216244,13.0
2939,1.216244,13.0
2940,1.216244,13.0
2941,1.216244,13.0
2942,1.216244,13.0
2943,1.216244,13.0
2944,1.216244,13.0
2945,1.216244,13.0
2946,1.216244,13.0
2947,1.216244,13.0
2948,1.216244,13.0
2949,1.216244,13.0
